2021-01-10 19:22:37.587 | INFO  | main | tickets.transactions | hello world
2021-01-10 19:45:37.152 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 18 was attended by Cashier 2
2021-01-10 19:45:37.153 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 23 was attended by Cashier 2
2021-01-10 19:45:37.157 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 22 was attended by Cashier 1
2021-01-10 19:45:37.159 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 21 was attended by Cashier 0
2021-01-10 19:45:37.161 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 24 was attended by Cashier 2
2021-01-10 19:45:37.162 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 27 was attended by Cashier 2
2021-01-10 19:45:37.162 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 25 was attended by Cashier 1
2021-01-10 19:45:37.163 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 26 was attended by Cashier 0
2021-01-10 19:45:37.164 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 28 was attended by Cashier 2
2021-01-10 19:45:37.165 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 31 was attended by Cashier 2
2021-01-10 19:45:37.166 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 29 was attended by Cashier 1
2021-01-10 19:45:37.167 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 30 was attended by Cashier 0
2021-01-10 19:45:37.169 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 32 was attended by Cashier 2
2021-01-10 19:45:37.170 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 33 was attended by Cashier 1
2021-01-10 19:45:37.172 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 35 was attended by Cashier 2
2021-01-10 19:45:37.172 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 37 was attended by Cashier 2
2021-01-10 19:45:37.175 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 34 was attended by Cashier 0
2021-01-10 19:45:37.186 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 39 was attended by Cashier 0
2021-01-10 19:45:37.187 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 36 was attended by Cashier 1
2021-01-10 19:45:37.187 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 41 was attended by Cashier 1
2021-01-10 19:45:37.187 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 38 was attended by Cashier 2
2021-01-10 19:45:37.188 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 42 was attended by Cashier 1
2021-01-10 19:45:37.188 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 44 was attended by Cashier 1
2021-01-10 19:45:37.188 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 40 was attended by Cashier 0
2021-01-10 19:45:37.189 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 46 was attended by Cashier 0
2021-01-10 19:45:37.189 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 45 was attended by Cashier 1
2021-01-10 19:45:37.189 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 43 was attended by Cashier 2
2021-01-10 19:45:37.190 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 47 was attended by Cashier 0
2021-01-10 19:45:37.190 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 50 was attended by Cashier 0
2021-01-10 19:45:37.190 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 48 was attended by Cashier 1
2021-01-10 19:45:37.191 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 52 was attended by Cashier 1
2021-01-10 19:45:37.191 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 49 was attended by Cashier 2
2021-01-10 19:45:37.191 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 53 was attended by Cashier 1
2021-01-10 19:45:37.192 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 54 was attended by Cashier 2
2021-01-10 19:45:37.193 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 56 was attended by Cashier 2
2021-01-10 19:45:37.193 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 57 was attended by Cashier 2
2021-01-10 19:45:37.194 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 51 was attended by Cashier 0
2021-01-10 19:45:37.195 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 58 was attended by Cashier 2
2021-01-10 19:45:37.195 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 59 was attended by Cashier 0
2021-01-10 19:45:37.197 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 55 was attended by Cashier 1
2021-01-10 19:45:37.197 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 60 was attended by Cashier 2
2021-01-10 19:45:37.198 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 63 was attended by Cashier 2
2021-01-10 19:45:37.199 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 64 was attended by Cashier 2
2021-01-10 19:45:37.201 | INFO  | clojure-agent-send-off-pool-341 | tickets.transactions | Customer 62 was attended by Cashier 1
2021-01-10 19:45:37.202 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 61 was attended by Cashier 0
2021-01-10 19:45:37.203 | INFO  | clojure-agent-send-off-pool-336 | tickets.transactions | Customer 65 was attended by Cashier 2
2021-01-10 19:52:46.130 | INFO  | main | tickets.transactions | hello world
2021-01-10 19:52:46.161 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 1 was attended by Cashier 2
2021-01-10 19:52:46.172 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 2 was attended by Cashier 0
2021-01-10 19:52:46.179 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 3 was attended by Cashier 1
2021-01-10 19:52:46.180 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 4 was attended by Cashier 2
2021-01-10 19:52:46.181 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 5 was attended by Cashier 0
2021-01-10 19:52:46.182 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 8 was attended by Cashier 0
2021-01-10 19:52:46.182 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 7 was attended by Cashier 2
2021-01-10 19:52:46.183 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 6 was attended by Cashier 1
2021-01-10 19:52:46.184 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 9 was attended by Cashier 0
2021-01-10 19:52:46.186 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 12 was attended by Cashier 0
2021-01-10 19:52:46.187 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 10 was attended by Cashier 2
2021-01-10 19:52:46.197 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 11 was attended by Cashier 1
2021-01-10 19:52:46.199 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 14 was attended by Cashier 2
2021-01-10 19:52:46.200 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 15 was attended by Cashier 1
2021-01-10 19:52:46.202 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 16 was attended by Cashier 2
2021-01-10 19:52:46.203 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 17 was attended by Cashier 1
2021-01-10 19:52:46.205 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 18 was attended by Cashier 2
2021-01-10 19:52:46.205 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 20 was attended by Cashier 2
2021-01-10 19:52:46.206 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 19 was attended by Cashier 1
2021-01-10 19:52:46.207 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 13 was attended by Cashier 0
2021-01-10 19:52:46.208 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 21 was attended by Cashier 2
2021-01-10 19:52:46.208 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 24 was attended by Cashier 2
2021-01-10 19:52:46.209 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 22 was attended by Cashier 1
2021-01-10 19:52:46.209 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 23 was attended by Cashier 0
2021-01-10 19:52:46.210 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 25 was attended by Cashier 2
2021-01-10 19:52:46.210 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 28 was attended by Cashier 2
2021-01-10 19:52:46.211 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 26 was attended by Cashier 1
2021-01-10 19:52:46.211 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 27 was attended by Cashier 0
2021-01-10 19:52:46.211 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 29 was attended by Cashier 2
2021-01-10 19:52:46.212 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 30 was attended by Cashier 1
2021-01-10 19:52:46.213 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 32 was attended by Cashier 2
2021-01-10 19:52:46.213 | INFO  | clojure-agent-send-off-pool-1 | tickets.transactions | Customer 34 was attended by Cashier 2
2021-01-10 19:52:46.214 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 33 was attended by Cashier 1
2021-01-10 19:52:46.214 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 31 was attended by Cashier 0
2021-01-10 19:52:46.214 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 35 was attended by Cashier 2
2021-01-10 19:52:46.214 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 36 was attended by Cashier 1
2021-01-10 19:52:46.215 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 37 was attended by Cashier 0
2021-01-10 19:52:46.215 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 40 was attended by Cashier 0
2021-01-10 19:52:46.215 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 39 was attended by Cashier 1
2021-01-10 19:52:46.217 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 38 was attended by Cashier 2
2021-01-10 19:52:46.218 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 43 was attended by Cashier 2
2021-01-10 19:52:46.218 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 42 was attended by Cashier 1
2021-01-10 19:52:46.219 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 45 was attended by Cashier 1
2021-01-10 19:52:46.219 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 44 was attended by Cashier 2
2021-01-10 19:52:46.220 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 41 was attended by Cashier 0
2021-01-10 19:52:46.221 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 46 was attended by Cashier 1
2021-01-10 19:52:46.221 | INFO  | clojure-agent-send-off-pool-2 | tickets.transactions | Customer 49 was attended by Cashier 1
2021-01-10 19:52:46.222 | INFO  | clojure-agent-send-off-pool-0 | tickets.transactions | Customer 48 was attended by Cashier 0
